filename,gt_plate,pred_raw,pred_defog,acc_raw,acc_defog,conf_raw,conf_defog,brightness_raw,brightness_defog,sharp_raw,sharp_defog
IMG_6195.jpeg,6VAU284,,6VAU284,0.0,1.0,0.0,0.623046875,137.73355128767042,111.88518688564675,213.44103867704516,541.7019543590396
IMG_6202.jpeg,7UQP650,7UQP650,7UQP650,1.0,1.0,0.85888671875,0.869140625,149.54157344200542,127.30303332270408,424.01538985704065,1503.7714407634976
IMG_6410.jpeg,CN48989,CN48989,CN48989,1.0,1.0,0.8623046875,0.87353515625,166.42230878945844,131.00001875181002,312.8690043375904,1419.8403268808988
IMG_6647 copy.jpeg,DM50964,DM50964,DM50964,1.0,1.0,0.90283203125,0.900390625,124.07925623747708,106.23799368284075,514.2282645653735,1707.256366142096
IMG_6647.jpeg,EH43217,EH43217,EH43217,1.0,1.0,0.88330078125,0.8857421875,127.91663046880608,104.92270122618865,723.8587481720608,2505.327036305459
IMG_6652.jpeg,HASNATN,HASNATN,HNNNAIN,1.0,0.5714285714285714,0.79736328125,0.8115234375,125.9527850443804,99.90621205400885,542.7320953308356,1436.1338130934816
IMG_6653.jpeg,NERYHQ,NERVHQ,NERVHQ,0.8333333333333334,0.8333333333333334,0.8837890625,0.85986328125,117.9086573286722,91.18936648894383,1133.9542324108434,3024.3222793972027
IMG_6655.jpeg,CZ 24949,CZ24949,CZ24949,0.875,0.875,0.91357421875,0.90625,104.25231486949204,82.31526390616689,769.1811434347541,2073.6844780296383
IMG_6657.jpeg,EK 30186,EK30186,EK30186,0.875,0.875,0.8798828125,0.837890625,146.08099484328196,110.7796043523505,995.0740362612036,2859.1051310013904
IMG_6658.jpeg,FQ 34248,FQ34248,FQ34248,0.875,0.875,0.90234375,0.921875,141.86760616347877,109.25668888311498,749.1551439224964,2563.2146499135897
IMG_6661.jpeg,AZ 87822,AZ87822,AZ87822,0.875,0.875,0.8125,0.806640625,132.95052482477044,105.79281035009168,560.6462176905842,1669.8897813160602
IMG_6663.jpeg,DC 62199,DC62199,DC62199,0.875,0.875,0.89208984375,0.89990234375,96.7131195858616,76.1062526026357,583.7009507513916,2005.0315332524542
IMG_6678.jpeg,B5688 EL,B5688EL,B5688EL,0.875,0.875,0.87353515625,0.876953125,137.20232734978524,106.36534341405408,214.23559978393973,765.0577004219588
IMG_6682.jpeg,SMITA 18,SMITA18,SMITA18,0.875,0.875,0.85107421875,0.8603515625,123.16980913057095,92.68567823702269,869.1924843430651,3079.099066002445
IMG_6891.jpeg,DV 89203,DV89203,DV89203,0.875,0.875,0.86328125,0.87109375,162.76218438121134,124.43033009403607,321.0575161989438,1254.4028470900112
IMG_6892.jpeg,C2841 EL,C2841EL,C2841EL,0.875,0.875,0.857421875,0.87353515625,172.3241666426087,133.7016361119422,316.4548982617216,1450.5370635981246
IMG_6893.jpeg,DS 98613,DS98613,DS98613,0.875,0.875,0.8984375,0.89013671875,172.7324195238795,131.49863071836245,316.2675228437608,1374.853246688163
IMG_6894.jpeg,EB 52047,EB52047,EB52047,0.875,0.875,0.7685546875,0.8251953125,177.92646430517937,138.99219753327,352.0558622296818,1501.9574644945874
IMG_6895.jpeg,FJ 96866,FJ96866,FJ96866,0.875,0.875,0.86474609375,0.88232421875,169.7755945243021,133.60435358784036,358.51179221491014,1623.485499053995
IMG_6896.jpeg,43074,43074F,43074F,0.8333333333333334,0.8333333333333334,0.86181640625,0.8818359375,169.63683548586616,133.95608470529416,299.42529333732034,1609.4277463378344
IMG_6897.jpeg,YO CINDY,1DCINDY,Y0CINDY,0.625,0.75,0.845703125,0.857421875,175.87466299695032,137.44172958374452,305.65849837309526,1466.9401708947041
IMG_7275.jpeg,8PAM497,8PAM497,8PAM497,1.0,1.0,0.86279296875,0.87353515625,171.46455592911033,131.15877898548823,369.3838899923132,1594.3970149012434
IMG_7276.jpeg,8GLU332,8GLU332,8GLU332,1.0,1.0,0.8671875,0.87890625,169.35895209903663,129.9625249984253,374.8563316796022,1587.698626373384
IMG_7277.jpeg,8RGV530,8RGV530,8RGV530,1.0,1.0,0.8564453125,0.83447265625,174.6678326037205,138.29176806557243,371.0497508817143,1706.3048796550852
